id,question_id,outputs,schema,q1,q2,ground_truth,q1_map_correct,q2_map_correct
2220,4,"{'student_result': [['Dan', 'Eve'], ['Ben', 'Dan'], ['Amy', 'Dan'], ['Amy', 'Eve'], ['Coy', 'Dan'], ['Amy', 'Ben'], ['Ben', 'Eve']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT alias1.c1 AS drinkerA, alias2.c1 AS drinkerB FROM t4 alias1 JOIN t4 alias2 ON alias1.c2 = alias2.c2 AND alias1.c1 < alias2.c1 GROUP BY alias1.c1, alias2.c1 HAVING COUNT(alias1.c2) = COUNT(alias2.c2);",N,Y,Y
2390,4,"{'student_result': [['Amy', 'Eve'], ['Ben', 'Eve'], ['Coy', 'Eve'], ['Dan', 'Eve']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT DISTINCT alias1.c1 AS drinkerA, alias2.c1 AS drinkerB FROM t4 alias1 JOIN t4 alias2 ON alias1.c1 < alias2.c1 GROUP BY alias1.c1, alias2.c1 HAVING SUM(alias1.c3) = (SELECT SUM(alias2.c3) FROM t4 alias2 WHERE alias2.c1 = alias1.c1)",N,Y,Y
3295,4,"{'student_result': [['Eve', 'Amy'], ['Eve', 'Eve'], ['Ben', 'Ben'], ['Amy', 'Eve'], ['Amy', 'Amy'], ['Coy', 'Coy'], ['Dan', 'Dan']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, SUM(c3) AS st FROM t4 GROUP BY c1) alias1, (SELECT c1, SUM(c3) AS st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT alias1.c1, alias2.c1 FROM t4 alias1, t4 alias2 GROUP BY alias1.c1, alias2.c1 HAVING SUM(alias1.c3) = SUM(alias2.c3);",N,Y,Y
3522,4,"{'student_result': [['Dan', 'Ben'], ['Dan', 'Coy'], ['Eve', 'Amy']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT DISTINCT alias1.c1 AS drinkerA, alias2.c1 AS drinkerB FROM t4 AS alias1, t4 AS alias2 WHERE alias1.c2 = alias2.c2 AND alias1.c1 > alias2.c1 AND alias1.c3 = alias2.c3",N,Y,Y
3971,4,"{'student_result': [['Eve', 'Eve'], ['Eve', 'Eve'], ['Coy', 'Coy']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","WITH alias1 AS ( SELECT c1, SUM(c3) AS total_times FROM t4 GROUP BY c1 ) SELECT alias2.c1 AS drinkerA, alias2.c1 AS drinkerB FROM alias1 alias3 JOIN alias1 alias2 ON alias3.total_times = alias2.total_times AND alias3.c1 < alias2.c1;",N,Y,Y
4048,4,"{'student_result': [['Amy', 'Eve'], ['Coy', 'Eve']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, SUM(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, SUM(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT alias1.c1 AS drinkerA, alias2.c1 AS drinkerB FROM t4 alias1, t4 alias2 WHERE alias1.c1 < alias2.c1 GROUP BY alias1.c1, alias2.c1 HAVING SUM(alias1.c3) = (SELECT SUM(alias3.c3) FROM t4 alias3 WHERE alias3.c1 = alias2.c1)",N,Y,Y
4188,4,"{'student_result': [['Dan', 'Eve'], ['Coy', 'Ben'], ['Dan', 'Amy'], ['Dan', 'Dan'], ['Dan', 'Ben'], ['Ben', 'Amy'], ['Coy', 'Amy'], ['Ben', 'Ben'], ['Coy', 'Eve'], ['Ben', 'Eve'], ['Ben', 'Dan'], ['Coy', 'Dan']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT DISTINCT t4.c1 AS drinkerA, frequentsB.drinkerB FROM t4 JOIN (SELECT t4.c1 AS drinkerB, t4.c3 FROM t4) AS frequentsB ON t4.c3 < frequentsB.c3;",N,Y,FIXED
4305,4,"{'student_result': [['Coy', 'Amy'], ['Coy', 'Eve'], ['Ben', 'Eve'], ['Ben', 'Dan'], ['Dan', 'Eve'], ['Coy', 'Ben'], ['Dan', 'Amy'], ['Ben', 'Amy'], ['Coy', 'Dan']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT alias1.c1, alias2.c1 FROM t4 as alias1, t4 as alias2 GROUP BY alias1.c1, alias2.c1 HAVING SUM(alias1.c3) < SUM(alias2.c3);",N,Y,Y
5345,4,"{'student_result': [['Amy', 'Ben'], ['Dan', 'Eve'], ['Coy', 'Ben'], ['Amy', 'Eve'], ['Amy', 'Amy'], ['Ben', 'Eve'], ['Eve', 'Eve'], ['Amy', 'Dan'], ['Coy', 'Coy'], ['Dan', 'Amy'], ['Eve', 'Ben'], ['Eve', 'Dan'], ['Dan', 'Ben'], ['Dan', 'Dan'], ['Ben', 'Coy'], ['Ben', 'Dan'], ['Ben', 'Amy'], ['Dan', 'Coy'], ['Coy', 'Dan'], ['Eve', 'Amy'], ['Ben', 'Ben']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT DISTINCT alias1.c1, alias2.c1 FROM t4 alias1, t4 alias2 WHERE alias1.c3 = alias2.c3",N,Y,Y
5852,4,"{'student_result': [['Ben', 'Dan']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","WITH alias1 AS ( SELECT alias2.c1 AS c1, alias3.c1 AS c2, SUM(alias2.c3) AS total_freq FROM t4 alias2, t4 alias3 WHERE alias2.c1 < alias3.c1 AND alias2.c2 = alias3.c2 GROUP BY alias2.c1, alias3.c1 ) SELECT c1, c2 FROM alias1 WHERE total_freq = ( SELECT MAX(total_freq) FROM alias1 );",N,Y,Y
7146,4,"{'student_result': [['Amy', 'Ben'], ['Amy', 'Coy'], ['Amy', 'Dan'], ['Amy', 'Eve'], ['Ben', 'Amy'], ['Ben', 'Coy'], ['Ben', 'Dan'], ['Ben', 'Eve'], ['Coy', 'Amy'], ['Coy', 'Ben'], ['Coy', 'Dan'], ['Coy', 'Eve'], ['Dan', 'Amy'], ['Dan', 'Ben'], ['Dan', 'Coy'], ['Dan', 'Eve'], ['Eve', 'Amy'], ['Eve', 'Ben'], ['Eve', 'Coy'], ['Eve', 'Dan']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias1, (SELECT c1, sum(c3) as st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT DISTINCT alias1.c1, alias2.c1 FROM t4 alias1, t4 alias2 WHERE alias1.c1 <> alias2.c1 GROUP BY alias1.c1, alias2.c1 HAVING COUNT(alias1.c3) = COUNT(alias2.c3)",N,Y,Y
7174,4,"{'student_result': [['Ben', 'Amy'], ['Coy', 'Amy'], ['Coy', 'Ben'], ['Dan', 'Amy'], ['Dan', 'Ben'], ['Dan', 'Coy'], ['Eve', 'Amy'], ['Eve', 'Ben'], ['Eve', 'Coy'], ['Eve', 'Dan']], 'teacher_result': [['Coy', 'Eve'], ['Amy', 'Eve'], ['Amy', 'Coy']]}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT alias1.c1, alias2.c1 FROM (SELECT c1, SUM(c3) AS st FROM t4 GROUP BY c1) alias1, (SELECT c1, SUM(c3) AS st FROM t4 GROUP BY c1) alias2 WHERE alias1.c1 < alias2.c1 AND alias1.st = alias2.st","SELECT DISTINCT CASE WHEN t4.c1 > alias1.c1 THEN t4.c1 ELSE alias1.c1 END AS ""t4.c1"", CASE WHEN t4.c1 > alias1.c1 THEN alias1.c1 ELSE t4.c1 END AS ""alias1.c1"" FROM t4, t4 AS alias1 WHERE t4.c1 <> alias1.c1 GROUP BY t4.c1, alias1.c1 HAVING COUNT(t4.c3) = COUNT(alias1.c3)",N,Y,Y
24,5,"{'student_result': [['Amy'], ['Ben'], ['Coy'], ['Dan'], ['Eve']], 'teacher_result': []}","CREATE TABLE t1 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t2 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t3 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1)
);

CREATE TABLE t4 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 SMALLINT NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t1(c1)
);

CREATE TABLE t5 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    c3 DECIMAL(5,2) NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t1(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);

CREATE TABLE t6 (
    c1 VARCHAR NOT NULL,
    c2 VARCHAR NOT NULL,
    PRIMARY KEY (c1, c2),
    FOREIGN KEY (c1) REFERENCES t3(c1),
    FOREIGN KEY (c2) REFERENCES t2(c1)
);","SELECT c1 FROM t3 WHERE NOT EXISTS (SELECT alias1.c2 FROM t4 alias1, t5 alias2 WHERE alias1.c1 = t3.c1 AND alias1.c2 = alias2.c1 AND alias2.c2 NOT IN (SELECT c2 FROM t6 WHERE c1 = t3.c1));","SELECT c1 FROM t3 WHERE EXISTS (SELECT alias1.c2 FROM t4 alias1, t5 alias2 WHERE alias1.c1 = t3.c1 AND alias1.c2 = alias2.c1 AND alias2.c2 NOT IN (SELECT c2 FROM t6 WHERE c1 = t3.c1));",N,Y,Y
